condition,operation,value,accuracy,auroc,f1,count,threshold,auroc_logits,tp,tn,fp,fn,ai_recall,real_recall,precision,false_positive_rate,balanced_accuracy
jpeg_q70,jpeg,70,0.8644606603569106,0.9972301144816176,0.8813409234661607,13841,0.0001,0.9972301144816176,6967,4998,0,1876,0.7878548004071017,1.0,1.0,0.0,0.8939274002035509
jpeg_q70,jpeg,70,0.9422007080413265,0.9972301144816176,0.9526851194700733,13841,1e-05,0.9972301144816176,8054,4987,11,789,0.9107768856722832,0.9977991196478592,0.9986360818350899,0.0022008803521408565,0.9542880026600712
jpeg_q70,jpeg,70,0.9653204248247959,0.9972301144816176,0.9722093561834182,13841,5e-06,0.9972301144816176,8396,4965,33,447,0.949451543593803,0.9933973589435774,0.9960849448333136,0.006602641056422569,0.9714244512686903
jpeg_q70,jpeg,70,0.8453868940105483,0.9972301144816176,0.8920064594267259,13841,1e-06,0.9972301144816176,8838,2863,2135,5,0.9994345810245392,0.572829131652661,0.8054315137154835,0.4271708683473389,0.7861318563386002
jpeg_q70,jpeg,70,0.6388989234881872,0.9972301144816176,0.7796684888026802,13841,1e-08,0.9972301144816176,8843,0,4998,0,1.0,0.0,0.6388989234881872,1.0,0.5
jpeg_q70,jpeg,70,0.6388989234881872,0.9972301144816176,0.7796684888026802,13841,1e-10,0.9972301144816176,8843,0,4998,0,1.0,0.0,0.6388989234881872,1.0,0.5
jpeg_q50,jpeg,50,0.796907737880211,0.9973089880529844,0.8110252100840336,13841,0.5,0.9973089880529843,6032,4998,0,2811,0.682121451995929,1.0,1.0,0.0,0.8410607259979646
jpeg_q50,jpeg,50,0.8031211617657684,0.9973089880529844,0.8178597687320366,13841,0.3,0.9973089880529843,6118,4998,0,2725,0.6918466583738551,1.0,1.0,0.0,0.8459233291869275
jpeg_q50,jpeg,50,0.8072393613178238,0.9973089880529844,0.8223465175123186,13841,0.1,0.9973089880529843,6175,4998,0,2668,0.6982924346941083,1.0,1.0,0.0,0.8491462173470541
jpeg_q50,jpeg,50,0.8171374900657467,0.9973089880529844,0.8329924117452986,13841,0.01,0.9973089880529843,6312,4998,0,2531,0.7137849146217347,1.0,1.0,0.0,0.8568924573108674
jpeg_q50,jpeg,50,0.8298533342966549,0.9973089880529844,0.8463896679929555,13841,0.001,0.9973089880529843,6488,4998,0,2355,0.7336876625579555,1.0,1.0,0.0,0.8668438312789777
jpeg_q50,jpeg,50,0.8604147099198035,0.9973089880529844,0.8773644788625111,13841,0.0001,0.9973089880529843,6911,4998,0,1932,0.7815221078819405,1.0,1.0,0.0,0.8907610539409703
jpeg_q50,jpeg,50,0.938299255834116,0.9973089880529844,0.949323522430572,13841,1e-05,0.9973089880529843,7999,4988,10,844,0.9045572769422142,0.9979991996798719,0.9987514046697465,0.0020008003201280513,0.9512782383110431
jpeg_q50,jpeg,50,0.9640199407557257,0.9973089880529844,0.9711170397865677,13841,5e-06,0.9973089880529843,8372,4971,27,471,0.9467375325115911,0.9945978391356542,0.9967853315870937,0.005402160864345739,0.9706676858236227
jpeg_q50,jpeg,50,0.8502275847120873,0.9973089880529844,0.895032659881513,13841,1e-06,0.9973089880529843,8838,2930,2068,5,0.9994345810245392,0.586234493797519,0.810379607555474,0.413765506202481,0.792834537411029
jpeg_q50,jpeg,50,0.6388989234881872,0.9973089880529844,0.7796684888026802,13841,1e-08,0.9973089880529843,8843,0,4998,0,1.0,0.0,0.6388989234881872,1.0,0.5
jpeg_q50,jpeg,50,0.6388989234881872,0.9973089880529844,0.7796684888026802,13841,1e-10,0.9973089880529843,8843,0,4998,0,1.0,0.0,0.6388989234881872,1.0,0.5
jpeg_q30,jpeg,30,0.7682248392457193,0.9961430800975823,0.7784224340378505,13841,0.5,0.9961430800975823,5635,4998,0,3208,0.6372271853443402,1.0,1.0,0.0,0.81861359267217
